ALB ,BSG 
ERBB2 ,PTPRF 
ERBB2 ,CDH1 
ERBB2 ,CD44 
ERBB2 ,ITGB4 
ERBB2 ,FER 
ERBB2 ,ERBB3 
ERBB2 ,PTPRB 
ERBB2 ,PTPRD 
ERBB2 ,PTPRG 
ERBB2 ,PTPRZ1 
ERBB2 ,EPHA2 
ERBB2 ,BTC 
ERBB2 ,MASP1 
ERBB2 ,EPHB4 
ERBB2 ,EFNB1 
ERBB2 ,NRG1 
ERBB2 ,NRG1
ERBB2 ,PTPRJ 
ERBB2 ,ERBB4 
ERBB2 ,PTPRO 
ERBB2 ,NELL1 
ERBB2 ,CUL5 
ERBB2 ,AP2M1 
ERBB2 ,SERAC1 
ERBB2 ,ERBIN 
ERBB2 ,S100A14 
ERBB2 ,COL17A1 
ERBB2,CD44
ERBB2,ERBB3 
ERBB2,NRG1 
WNT1 ,RYK 
WNT1 ,WNT3A 
WNT1 ,SFRP1 
WNT1 ,SFRP2 
WNT1 ,FZD8 
NTRK1 ,NGFR 
NTRK1 ,PTPRC 
NTRK1 ,PTPRB 
NTRK1 ,PTPRG 
NTRK1 ,BDNF 
NTRK1 ,PTPRJ 
NTRK1 ,PTPRO 
NTRK1,NGFR 
AMY2A ,DMBT1 
ELN ,LOXL3 
IFNW1 ,IFNAR1 
IFNW1 ,IFNAR2 
IGF1 ,IGFBP3 
IGF1 ,IGFBP2 
IGF1 ,IGFBP7 
IGF1 ,IGSF1 
IGF1,IGF1R 
IGF1,IGFBP1 
IGF1,IGFBP3 
IGF1,IGFBP4 
IGF1,IGFBP6 
IGF1,IGFBP5 
IGF1,IGFBP3 
IGF1,IGFBP5 
IGF1,IGFBP7 
CHGB ,ANXA7 
APP ,GSN 
APP ,P4HB 
APP ,CTSD 
APP ,THBS1 
APP ,COL1A2 
APP ,NGFR 
APP ,BGN 
APP ,FBLN1 
APP ,CALR 
APP ,COL4A5 
APP ,AGRN 
APP ,COL18A1 
APP ,APLP1 
APP ,TGFB2 
APP ,COL4A3 
APP ,LRP1 
APP ,COL4A6 
APP ,PON2 
APP ,SDF2 
APP ,Q7Z5F4
APP ,SDF2L1 
APP ,CCL26 
APP,COL1A2 
APP,CLU 
APP,NID1 
APP,IDE 
APP,ACHE
APP,LAMA1 
APP,COL4A5 
APP,GPC1 
APP,TGFB2 
APP,COL4A3
APP,LRP1 
APP,COL4A6
APP,TM2D1 
APP,LRP1B 
APP,LRP1 
APOD ,ALPP 
APOD ,GUSB 
APOD ,CTSG 
APOD ,CLU 
APOD ,PIP 
APOD ,AZU1 
APOD ,PRTN3 
APOD ,AZGP1 
APOD ,HPCAL1 
APOD ,LEPR 
APOD ,ARL8B 
ITGB3 ,ITGB1 
ITGB3 ,ITGB1
ITGB3 ,FCER2 
ITGB3 ,ITGAV 
ITGB3 ,THBS1 
ITGB3 ,COL1A2 
ITGB3 ,CTSG 
ITGB3 ,ITGA2B 
ITGB3 ,ITGA2B
ITGB3 ,ITGA5 
ITGB3 ,PDGFRB 
ITGB3 ,SPP1 
ITGB3 ,COL6A3
ITGB3 ,GP1BB 
ITGB3 ,NID1 
ITGB3 ,PDGFRA 
ITGB3 ,CD9 
ITGB3 ,PTPRZ1 
ITGB3 ,KDR 
ITGB3 ,P2RY2 
ITGB3 ,CCN3 
ITGB3 ,FBLN2 
ITGB3 ,COL4A3 
ITGB3 ,COL4A3
ITGB3 ,CD47 
ITGB3 ,CD47
ITGB3 ,ADAM15 
ITGB3 ,ADAM15
ITGB3 ,ICAM4 
ITGB3 ,LAMA4 
ITGB3 ,LAMA4
ITGB3 ,F11R 
ITGB2 ,ICAM1 
ITGB2 ,CTSD 
ITGB2 ,ITGAM 
ITGB2 ,ITGA4 
ITGB2 ,HSP90B1 
ITGB2 ,ITGAL 
ITGB2 ,ITGAX 
ITGB2 ,PTPRB 
ITGB2 ,CALR 
ITGB2 ,KIR3DL1 
ITGB2 ,KIR3DL2 
ITGB2 ,HSPA13 
ITGB2 ,EFEMP1 
ITGB2 ,TGFBI 
ITGB2 ,CD226 
ITGB2 ,CHI3L2 
ITGB2 ,LAMA3 
ITGB2 ,SDF2 
ITGB2 ,SDF4 
ITGB2 ,ERP44 
ITGB2 ,SDF2L1 
ITGB2 ,ESM1 
ITGB2 ,UGGT1 
ITGB2 ,ICAM5 
ITGB2 ,HYOU1 
S100A8 ,ITGB1 
S100A8 ,S100A9 
S100A8 ,CTSD 
S100A8 ,ANXA2 
S100A8 ,CTSB 
S100A8 ,ITGA5 
S100A8 ,F7 
S100A8 ,RPSA 
S100A8 ,HMGB1 
S100A8 ,CTSH 
S100A8 ,IGF2R 
S100A8 ,ITGA4 
S100A8 ,PKM 
S100A8 ,PTPRA 
S100A8 ,VCAM1 
S100A8 ,HMGB2 
S100A8 ,S100A7 
S100A8 ,PPT1 
S100A8 ,HNRNPM 
S100A8 ,C1QBP 
S100A8 ,TMED1 
S100A8 ,CDSN 
S100A8 ,SDF2 
S100A8 ,MAMDC2 
S100A8 ,AP2M1 
S100A8 ,IGSF21 
INHA ,ACVR2A 
INHA ,TGFBR3 
IL4,IL4R
IL4,IL2RG 
IL4,IL13RA2 
IL5 ,CSF2RB 
IL5 ,IL5RA 
IL5 ,IL5RA
SERPINE1 ,THBD 
SERPINE1 ,VLDLR
SERPINE1 ,PLAUR
SERPINE1 ,LRP1B 
SERPINA5 ,KLK1 
SERPINA5 ,KLK3 
SERPINA5 ,SCG2 
SERPINA5 ,KLK2
CFI ,CD46 
CFI ,CR1 
ALPP ,GUSB 
ALPP ,CTSG 
ALPP ,LGALS1 
ALPP ,ALPG 
ALPP ,PKM 
ALPP ,ANPEP 
ALPP ,FOLR1 
ALPP ,AZU1 
ALPP ,PRTN3 
ALPP ,LRPAP1 
ALPP ,GPLD1 
ALPP ,LGALS3BP 
ALPP ,RTN4RL2 
ALPP ,GPRC5A 
ALPP ,ARL8B 
FGF1 ,FGFR1 
FGF1 ,FGFR1
FGF1 ,FGFR1
FGF1 ,FGFBP1 
IL6 ,IL6R
IL6 ,PTHLH 
IL6 ,PTHLH
IL6 ,OSM 
IL6 ,HRH1 
IL6 ,IL6ST 
IL6 ,IL6ST
EDN1 ,EDNRB 
EDN1 ,EDNRA 
EDN1 ,ADM 
ICAM1 ,S100A9 
ICAM1 ,PSAP 
ICAM1 ,CTSL 
ICAM1 ,GUSB 
ICAM1 ,HSP90B1 
ICAM1 ,FBLN1 
ICAM1 ,BSG 
ICAM1 ,LGALS3BP 
ICAM1 ,ALCAM 
SCG5 ,PCSK2 
REG1A ,REG3A 
CLEC3B ,HGF 
SERPIND1 ,KLK3 
SERPIND1 ,CTSL 
SERPIND1 ,CLU 
SERPIND1 ,FGFR1 
SERPIND1 ,ELN 
SERPIND1 ,RYR1 
SERPIND1 ,RYR1
SERPIND1 ,AOAH 
SERPIND1 ,PRSS3 
SERPIND1 ,ADRA1B 
SERPIND1 ,SAA4 
SERPIND1 ,TGM4 
SERPIND1 ,GDF10 
SERPIND1 ,PAPPA 
SERPIND1 ,ICAM4 
SERPIND1 ,LTBP4 
SERPIND1 ,OR8D2 
ITGB1 ,ITGAV 
ITGB1 ,P4HB 
ITGB1 ,CTSD 
ITGB1 ,ANXA2 
ITGB1 ,PSAP 
ITGB1 ,HSP90AA1
ITGB1 ,THBS1 
ITGB1 ,GUSB 
ITGB1 ,ITGA5 
ITGB1 ,ANXA5 
ITGB1 ,LGALS1 
ITGB1 ,HMGB1 
ITGB1 ,CTSH 
ITGB1 ,TACSTD2 
ITGB1 ,ALPI 
ITGB1 ,SPP1 
ITGB1 ,CLU 
ITGB1 ,LAMC1 
ITGB1 ,IGF2R 
ITGB1 ,GP1BB 
ITGB1 ,VCAN 
ITGB1 ,ITGA4 
ITGB1 ,PKM 
ITGB1 ,HSP90B1 
ITGB1 ,MMP9 
ITGB1 ,FOLR1 
ITGB1 ,CD46 
ITGB1 ,NME1 
ITGB1 ,VEGFA 
ITGB1 ,CD44 
ITGB1 ,ITGB4 
ITGB1 ,ITGA2 
ITGB1 ,VCAM1 
ITGB1 ,M6PR 
ITGB1 ,COL5A1 
ITGB1 ,CD9 
ITGB1 ,TNXB 
ITGB1 ,ITGA6 
ITGB1 ,TNC 
ITGB1 ,LAMA1 
ITGB1 ,ITGA3 
ITGB1 ,HMGB2 
ITGB1 ,CALR 
ITGB1 ,PRDX5 
ITGB1 ,S100A7 
ITGB1 ,L1CAM 
ITGB1 ,CSF2RB 
ITGB1 ,THBS2 
ITGB1 ,FBN1 
ITGB1 ,BSG 
ITGB1 ,FLT4 
ITGB1 ,COL18A1 
ITGB1 ,BTD 
ITGB1 ,CD151 
ITGB1 ,HSPA13 
ITGB1 ,CCN3 
ITGB1 ,VEGFB 
ITGB1 ,VEGFC 
ITGB1 ,PPT1 
ITGB1 ,ITGA8 
ITGB1 ,YARS1 
ITGB1 ,ATP1B3 
ITGB1 ,ITGA1 
ITGB1 ,HSPG2 
ITGB1 ,COL4A3 
ITGB1 ,LTB 
ITGB1 ,C1QBP 
ITGB1 ,LGALS3BP 
ITGB1 ,CD47 
ITGB1 ,ADAM9 
ITGB1 ,ADAM15 
ITGB1 ,ITGA7 
ITGB1 ,ITGA9 
ITGB1 ,ICAM4 
ITGB1 ,P3H1 
ITGB1 ,SAR1A 
ITGB1 ,TREML2 
ITGB1 ,CD276 
ITGB1 ,SFRP2 
ITGB1 ,TSPAN14 
ITGB1 ,SCARB1 
ITGB1 ,TSPEAR 
ITGB1 ,MYDGF 
ITGB1 ,AP2M1 
ITGB1 ,ANGPTL4 
ITGB1 ,SIAE 
ITGB1 ,PCYOX1 
ITGB1 ,DPP7 
ITGB1 ,ITGA11 
ITGB1 ,NOTCH3 
ITGB1 ,HYOU1 
ITGB1 ,EMILIN1 
ITGB1,THBS1 
ITGB1,ITGA5 
ITGB1,LGALS1 
ITGB1,COL6A3
ITGB1,VCAN 
ITGB1,ITGA4 
ITGB1,NID1 
ITGB1,NME1 
ITGB1,VCAM1
ITGB1,CD9 
ITGB1,ITGA6
ITGB1,TNC 
ITGB1,LAMA1 
ITGB1,ITGA3 
ITGB1,THBS2 
ITGB1,BSG
ITGB1,FLT4
ITGB1,CD151 
ITGB1,CCN3 
ITGB1,ITGA1 
ITGB1,PLAUR
ITGB1,CD47
ITGB1,ADAM9
ITGB1,ADAM15
ITGB1,ITGA7
ITGB1,ITGA9 
ITGB1,LAMA4
ITGB1,ADAM2 
ITGB1,ITGA11 
CSN2 ,CSN3 
COL5A2 ,COL11A1 
COL5A2 ,COL5A1 
COL5A2 ,COL5A3 
COL5A2 ,DDR1 
COL5A2 ,DDR1
CD5 ,CD72 
INSR ,PTPRC 
INSR ,PTPRJ 
BCHE ,COLQ
CCK ,CCKBR 
HLA-DOA ,HLA-DOB 
GSN ,ANXA2 
GSN ,LAMB1 
GSN ,CFH 
GSN ,F7 
GSN ,C4A 
GSN ,PF4V1 
GSN ,PIP 
GSN ,PKM 
GSN ,ITIH1 
GSN ,PRSS3 
GSN ,OR3A2 
GSN ,HNRNPM
GSN ,DCD 
GSN ,SEMG2 
GSN ,DST 
GSN ,ITPR3 
GSN ,ESR2 
GSN ,RYR2 
GSN ,HTRA1 
GSN ,AP2M1 
GSN ,OR8D2 
GSN ,TAOK2 
S100A9 ,ANXA2 
S100A9 ,FLT1
S100A9 ,PTPRA 
S100A9 ,S100A7 
S100A9 ,ALCAM 
S100A9 ,SCARB1 
S100A9 ,ROBO4 
S100A9 ,AP2M1 
CD2 ,PTPRC 
CD2 ,CD48 
CD2 ,LGALS1 
CD2 ,CD247 
FCER2 ,ITGAV 
FCER2 ,ANXA5 
FCER2 ,CR2 
FCER2 ,ITGAX 
FCER2 ,CD47 
FCER2 ,CD47
FCER2 ,FSTL1 
FCER2 ,SELPLG 
GPI ,PKM 
GPI ,NME1 
GPI ,IGFBP3 
GPI ,C1QBP 
GPI ,AP2M1 
ITGAV ,CTSD 
ITGAV ,ANXA2 
ITGAV ,PSAP 
ITGAV ,THBS1 
ITGAV ,GUSB 
ITGAV ,MMP2 
ITGAV ,ITGA5 
ITGAV ,LGALS1 
ITGAV ,HMGB1 
ITGAV ,SPP1 
ITGAV ,CLU 
ITGAV ,LAMC1 
ITGAV ,IGF2R 
ITGAV ,ITGA4 
ITGAV ,PKM 
ITGAV ,FOLR1 
ITGAV ,CD44 
ITGAV ,PDGFRA 
ITGAV ,ITGB6 
ITGAV ,M6PR 
ITGAV ,COL5A1 
ITGAV ,PTPRZ1 
ITGAV ,IL32 
ITGAV ,F2R 
ITGAV ,ITGA3 
ITGAV ,ITGB8 
ITGAV ,HMGB2 
ITGAV ,L1CAM 
ITGAV ,FBN1 
ITGAV ,BSG 
ITGAV ,P2RY2 
ITGAV ,BTD 
ITGAV ,HSPA13 
ITGAV ,CCN3 
ITGAV ,MMP14 
ITGAV ,PPT1 
ITGAV ,ATP1B3 
ITGAV ,HSPG2 
ITGAV ,COL4A3 
ITGAV ,PLAUR 
ITGAV ,C1QBP 
ITGAV ,LGALS3BP 
ITGAV ,CD47 
ITGAV ,ADAM9 
ITGAV ,ADAM15 
ITGAV ,ICAM4 
ITGAV ,LAMA4 
ITGAV ,P3H1 
ITGAV ,SAR1A 
ITGAV ,TREML2 
ITGAV ,CD276 
ITGAV ,F11R 
ITGAV ,SCARB1 
ITGAV ,TSPEAR 
ITGAV ,AP2M1 
ITGAV ,SIAE 
ITGAV ,PCYOX1 
ITGAV ,DPP7 
ITGAV ,HYOU1 
CRH ,CRHR1 
LPL ,CETP 
LPL ,PTHLH 
LPL ,SRPX 
LPL ,VLDLR
LPL ,LRP1 
LPL ,BTN1A1 
LPL ,SORT1 
CALCA ,CALCRL 
SERPINE2 ,COL4A2 
SERPINE2 ,COL4A5 
SERPINE2 ,COL4A4 
SERPINE2 ,COL4A3 
SERPINE2 ,COL4A6 
TGFB1 ,EMILIN1 
THBD ,CPB2 
P4HB ,CTSD 
P4HB ,ANXA2 
P4HB ,COL1A2 
P4HB ,ANXA5 
P4HB ,TACSTD2 
P4HB ,CLU 
P4HB ,PKM 
P4HB ,HSP90B1 
P4HB ,CD44 
P4HB ,ITGB4 
P4HB ,ITGA2 
P4HB ,PTN 
P4HB ,S100A4 
P4HB ,CALR 
P4HB ,PRDX5 
P4HB ,BSG 
P4HB ,HNRNPM 
P4HB ,B2M 
P4HB ,DCD 
P4HB ,LGALS3BP 
P4HB ,PRDX4 
P4HB ,ITPR3 
P4HB ,PON2 
P4HB ,SLC1A5 
P4HB ,P3H1 
P4HB ,SDF2 
P4HB ,NAXE 
P4HB ,MYDGF 
P4HB ,SDF2L1 
P4HB ,STOML2 
P4HB ,HYOU1 
KLK3 ,CTSL 
KLK3 ,F7
KLK3 ,AR 
KLK3 ,PF4V1 
KLK3 ,CLU 
KLK3 ,FGFR1 
KLK3 ,SCG2 
KLK3 ,ELN 
KLK3 ,IGFBP3 
KLK3 ,ITIH1 
KLK3 ,AOAH 
KLK3 ,ADRA1B 
KLK3 ,SAA4 
KLK3 ,OR3A2 
KLK3 ,TGM4 
KLK3 ,DCD 
KLK3 ,PAPPA 
KLK3 ,ICAM4 
KLK3 ,SLC1A5
KLK3 ,LTBP4 
KLK3 ,OR2T6 
KLK3 ,RYR2 
KLK3 ,OR8D2 
KLK3 ,GABBR1 
ASGR1 ,ASGR2 
ASGR1 ,HSP90B1 
ASGR1 ,ITGA1 
CTSD ,ANXA2 
CTSD ,PSAP 
CTSD ,CTSB 
CTSD ,GUSB 
CTSD ,ITGA5 
CTSD ,ANXA5 
CTSD ,HMGB1 
CTSD ,CTSH 
CTSD ,CLU 
CTSD ,LAMC1 
CTSD ,IGF2R 
CTSD ,ITGA4 
CTSD ,PKM 
CTSD ,HSP90B1 
CTSD ,FOLR1 
CTSD ,CD44 
CTSD ,IGFBP3 
CTSD ,VCAM1 
CTSD ,M6PR 
CTSD ,ITGAL 
CTSD ,COL5A1 
CTSD ,IGFBP4 
CTSD ,ITGA3 
CTSD ,S100A4 
CTSD ,HMGB2 
CTSD ,CALR 
CTSD ,S100A7 
CTSD ,L1CAM 
CTSD ,FBN1 
CTSD ,BSG 
CTSD ,BTD 
CTSD ,KIR3DL1 
CTSD ,KIR3DL2 
CTSD ,HSPA13 
CTSD ,PPT1 
CTSD ,ATP1B3 
CTSD ,CCL20 
CTSD ,LGALS3BP 
CTSD ,PRDX4 
CTSD ,CHI3L2 
CTSD ,P3H1 
CTSD ,TREML2 
CTSD ,CD276 
CTSD ,SDF2 
CTSD ,NAXE 
CTSD ,SCARB1 
CTSD ,TSPEAR 
CTSD ,SIAE 
CTSD ,SDF2L1 
CTSD ,UGGT1 
CTSD ,PCYOX1 
CTSD ,DPP7 
CTSD ,HYOU1 
ANXA2 ,CTSB 
ANXA2 ,HSP90AA1
ANXA2 ,THBS1 
ANXA2 ,ITGA5 
ANXA2 ,ANXA5 
ANXA2 ,RPSA 
ANXA2 ,LGALS1 
ANXA2 ,HMGB1 
ANXA2 ,CTSH 
ANXA2 ,CLU 
ANXA2 ,IGF2R 
ANXA2 ,GP1BB 
ANXA2 ,ITGA4 
ANXA2 ,PKM 
ANXA2 ,HSP90B1 
ANXA2 ,FLT1
ANXA2 ,VCAM1 
ANXA2 ,MAG 
ANXA2 ,MSR1 
ANXA2 ,ERBB3 
ANXA2 ,S100A4 
ANXA2 ,HMGB2 
ANXA2 ,CALR 
ANXA2 ,S100A7 
ANXA2 ,SERPINF1 
ANXA2 ,PTGDS 
ANXA2 ,MASP1 
ANXA2 ,PPT1 
ANXA2 ,HNRNPM
ANXA2 ,YARS1 
ANXA2 ,B2M 
ANXA2 ,DCD 
ANXA2 ,HSPG2 
ANXA2 ,RUNX1 
ANXA2 ,MUC2 
ANXA2 ,DST 
ANXA2 ,C1QBP 
ANXA2 ,LGALS3BP 
ANXA2 ,PRDX4 
ANXA2 ,ITPR3 
ANXA2 ,P3H1 
ANXA2 ,SAR1A 
ANXA2 ,ANKAR 
ANXA2 ,NAXE 
ANXA2 ,SCARB1 
ANXA2 ,ROBO4 
ANXA2 ,HTRA1 
ANXA2 ,ADIPOR1 
ANXA2 ,AP2M1 
ANXA2 ,ERBIN 
ANXA2 ,MYOC 
ANXA2 ,CRISPLD2 
ANXA2 ,SDF2L1 
ANXA2 ,S100A14 
ANXA2 ,PTPRH 
ANXA2 ,IL20RA 
ANXA2 ,ITGA11 
ANXA2 ,TAOK2 
ANXA2 ,HYOU1 
ANXA2 ,FCGBP 
C8A ,C8B 
C8A ,C8G 
C8B ,C8G 
C8B ,CLU 
PRSS1 ,SERPINF2 
PRSS1 ,ITGA2 
PRSS1 ,DCC 
PRSS1 ,DEFA5 
PRSS1 ,SLC1A5 
PRSS1 ,SPINK5 
GRP ,GRPR 
GRP,GRPR 
ADRB2 ,OPRD1 
ADRB2 ,HTR4 
ADRB2 ,SLC9A3R1 
DCN ,THBS1 
DCN ,COL1A2 
DCN ,COL4A2 
DCN ,PLA2G2A 
DCN ,ELN 
DCN ,COL4A5 
DCN ,SFTPD 
DCN ,FBN1 
DCN ,COL4A4 
DCN ,COL4A3 
DCN ,COL14A1 
DCN ,COL4A6 
DCN,THBS1 
DCN,COL1A2 
DCN,MMP2
DCN,MMP7 
DCN,PLA2G2A 
DCN,ELN
DCN,COL5A1 
DCN,COL4A5 
DCN,SFTPD 
DCN,COL4A3
DCN,DPT 
DCN,COL4A6
PSAP ,CTSL 
PSAP ,GUSB 
PSAP ,ITGA5 
PSAP ,CLU 
PSAP ,LAMC1 
PSAP ,IGF2R 
PSAP ,CDH1 
PSAP ,HSP90B1 
PSAP ,FOLR1 
PSAP ,CD44 
PSAP ,M6PR 
PSAP ,COL5A1 
PSAP ,ITGA3 
PSAP ,GRN 
PSAP ,L1CAM 
PSAP ,RYK 
PSAP ,FBN1 
PSAP ,BSG 
PSAP ,BTD 
PSAP ,HSPA13 
PSAP ,PPT1 
PSAP ,ATP1B3 
PSAP ,VCP 
PSAP ,LGALS3BP 
PSAP ,P3H1 
PSAP ,TREML2 
PSAP ,CD276 
PSAP ,SCARB1 
PSAP ,TSPEAR 
PSAP ,SIAE 
PSAP ,CELSR1 
PSAP ,PCYOX1 
PSAP ,DPP7 
PSAP ,HYOU1 
CTSL ,GUSB 
CTSL ,F7
CTSL ,CD7 
CTSL ,CXCL8 
CTSL ,PF4V1 
CTSL ,CLU 
CTSL ,HSP90B1 
CTSL ,IGFBP3 
CTSL ,ITIH1 
CTSL ,RYR1 
CTSL ,RYR1
CTSL ,PRSS3 
CTSL ,ADRA1B 
CTSL ,COL18A1 
CTSL ,OR3A2 
CTSL ,TGM4 
CTSL ,GDF10 
CTSL ,DCD 
CTSL ,LGALS3BP 
CTSL ,SLC1A5
CTSL ,CRELD2 
CTSL ,OR2T6 
CTSL ,SMPDL3A 
CTSL ,RYR2 
CTSL ,OR8D2 
CTSL ,GABBR1 
CD3E ,LGALS1 
CD3E ,LAG3 
CD3E ,CD247 
CD3E ,CD79B 
CD3E ,CD79B
CD3E ,VCP 
CD3E ,TRAT1 
CTSB ,F7 
CTSB ,ANXA7 
CTSB ,SERPINF1 
CTSB ,PTGDS 
CTSB ,CCL20 
CTSB ,MUC2 
CTSB ,LAMC2 
CTSB ,SDF2 
CTSB ,PTPRH 
CTSB ,IL20RA 
CTSB ,FCGBP 
HSP90AA1,LGALS1 
HSP90AA1,HMGB1 
HSP90AA1,ITGA4 
HSP90AA1,PKM 
HSP90AA1,VCAM1 
HSP90AA1,AP2M1 
LAMB1 ,PTPRF
LAMB1 ,LAMC1 
LAMB1 ,COL6A1 
LAMB1 ,PIP 
LAMB1 ,NID1 
LAMB1 ,ITGB4 
LAMB1 ,ITGB4
LAMB1 ,ACHE
LAMB1 ,ITGA6 
LAMB1 ,ITGA6
LAMB1 ,LAMA2 
LAMB1 ,LAMA1 
LAMB1 ,SEMG2 
LAMB1 ,LAMA4 
LAMB1 ,LAMA3 
LAMB1 ,ESR2 
LAMB1 ,ERBIN 
LAMB1 ,LAMC3 
RET,GFRA4
THBS1 ,LGALS1 
THBS1 ,TFPI
THBS1 ,ITGA4 
THBS1 ,NME1 
THBS1 ,MAG 
THBS1 ,MSR1 
THBS1 ,ITGA3 
THBS1 ,DCD 
THBS1 ,ANKAR 
THBS1 ,CRISPLD2 
THBS1 ,ITGA11 
IGF1R ,IGFBP3 
IGF1R ,NAMPT 
IGF1R ,CAMP 
IGF1R ,KL 
RHO ,GRK2 
COL1A2 ,COL5A1 
COL1A2 ,MMP14 
COL1A2 ,LUM 
NGFR ,LINGO1 
NGFR ,LINGO1
NGFR ,SORT1 
NGFR ,SORT1
NGFR ,RTN4R 
CD55 ,CD14 
CD55 ,CR1 
CD55 ,GPLD1 
GUSB ,CTSG 
GUSB ,ITGA5 
GUSB ,CLU 
GUSB ,LAMC1 
GUSB ,IGF2R 
GUSB ,HSP90B1 
GUSB ,FOLR1 
GUSB ,CD44 
GUSB ,AZU1 
GUSB ,M6PR 
GUSB ,COL5A1 
GUSB ,PRTN3 
GUSB ,ITGA3 
GUSB ,L1CAM 
GUSB ,FBN1 
GUSB ,BSG 
GUSB ,BTD 
GUSB ,HSPA13 
GUSB ,PPT1 
GUSB ,ATP1B3 
GUSB ,LGALS3BP 
GUSB ,P3H1 
GUSB ,TREML2 
GUSB ,CD276 
GUSB ,SCARB1 
GUSB ,TSPEAR 
GUSB ,SIAE 
GUSB ,ARL8B 
GUSB ,PCYOX1 
GUSB ,DPP7 
GUSB ,HYOU1 
ELANE ,CTSG 
ELANE ,COL4A2 
ELANE ,SERPINF2 
ELANE ,CSF3
ELANE ,CXCL8 
ELANE ,TFPI
ELANE ,ITGAM 
ELANE ,F5 
ELANE ,PIP 
ELANE ,DEFA4 
ELANE ,ELN 
ELANE ,ELN
ELANE ,VCAM1
ELANE ,AZU1 
ELANE ,PRTN3 
ELANE ,F2R 
ELANE ,GRN
ELANE ,CXCL12
ELANE ,CAMP 
ELANE ,YARS1 
ELANE ,F2RL1 
ELANE ,FCGRT 
ELANE ,DEFA1 
ELANE ,DEFA3 
ELANE ,LRP1 
ELANE ,CHIT1 
ELANE ,CCL15 
ELANE ,CSF3R
ELANE ,DMBT1 
MMP2 ,COL18A1 
MMP2 ,CCL7 
MMP2 ,BCAN 
MMP2 ,SDF4 
MMP2,HAPLN1 
MMP2,FGFR1
MMP2,COL6A3
MMP2,IGFBP3 
MMP2,EPHB2
MMP2,THBS2 
MMP2,TIMP3 
MMP2,CXCL12
MMP2,MMP14 
MMP2,CCL7 
MMP2,LCN2 
MMP2,COL7A1 
MMP2,KISS1 
MMP2,BCAN
MMP2,MMP25 
MMP3 ,SPARC 
MMP3 ,HAPLN1 
MMP3 ,CCL2 
MMP3 ,ACAN 
MMP3 ,TIMP2 
MMP3 ,IGFBP3 
MMP3 ,TIMP3 
MMP3 ,CCL8 
MMP3 ,CCL7 
MMP3 ,SPOCK1 
MMP3 ,BCAN 
MMP3 ,BCAN
MMP3 ,CCL13 
MMP3 ,TIMP4 
MMP3 ,SPOCK3
CTSG ,ITGA2B
CTSG ,F5 
CTSG ,PIP 
CTSG ,DEFA4 
CTSG ,IGFBP3 
CTSG ,VCAM1
CTSG ,AZU1 
CTSG ,PRTN3 
CTSG ,F2R 
CTSG ,CXCL12
CTSG ,CAMP 
CTSG ,F2RL1 
CTSG ,DEFA1 
CTSG ,DEFA3 
CTSG ,LRP1 
CTSG ,ERBIN 
CTSG ,ARL8B 
CTSG ,DMBT1 
ITGA2B ,GP1BB 
ITGA2B ,IL7R 
ITGA2B ,CD9 
ITGA2B ,CALR 
ITGA2B ,CD47 
ITGA2B ,ICAM4 
ITGA2B ,F11R 
ITGA2B,CD47
CD14 ,LBP 
CD14 ,TNFRSF1B 
COL4A2 ,SAA2 
COL4A2 ,COL6A1 
COL4A2 ,BMP3 
COL4A2 ,OSM 
COL4A2 ,ANXA7 
COL4A2 ,BGN 
COL4A2 ,ANTXR2
COL4A2 ,FBLN2 
COL4A2 ,TGFBI 
COL4A2 ,KLK6 
COL4A2 ,CD93 
PTPRC ,FCGR3A 
PTPRC ,MBL2 
PTPRC ,EPOR 
PTPRC ,LEPR 
MET ,PTPRF 
MET ,CDH1 
MET ,HGF 
MET ,HGF
MET ,CD44 
MET ,ITGB4 
MET ,ITGB4
MET ,CNR1 
MET ,PTPRD 
MET ,FAS
MET ,HGFAC 
MET ,PTPRJ 
MET ,NELL1 
MET ,AP2M1 
MET ,SERAC1 
MET ,COL17A1 
ADRB1 ,ADRA2A 
ADRB1 ,DLG1 
CFH ,F7 
CFH ,C4A 
CFH ,PF4V1 
CFH ,ITGAM 
CFH ,ITIH1 
CFH ,PRSS3 
CFH ,ADM 
CFH ,OR3A2 
CFH ,DCD 
CFH ,CFHR1 
CFH ,RYR2 
CFH ,OR8D2 
FGF4 ,FGFR1
FGF4 ,FGFR2
FGF4 ,FGFR4
FGF4 ,FGFR3 
FGF4 ,FGFR3
FCGR3A ,FCGR1A 
ITGA5 ,LGALS1 
ITGA5 ,HMGB1 
ITGA5 ,CTSH 
ITGA5 ,SPP1 
ITGA5 ,CLU 
ITGA5 ,LAMC1 
ITGA5 ,IGF2R 
ITGA5 ,COL6A3
ITGA5 ,ITGA4 
ITGA5 ,PKM 
ITGA5 ,MMP9 
ITGA5 ,FOLR1 
ITGA5 ,CD44 
ITGA5 ,ITGB6 
ITGA5 ,VCAM1 
ITGA5 ,M6PR 
ITGA5 ,COL5A1 
ITGA5 ,TNC 
ITGA5 ,ITGA3 
ITGA5 ,HMGB2 
ITGA5 ,S100A7 
ITGA5 ,L1CAM 
ITGA5 ,FBN1 
ITGA5 ,BSG 
ITGA5 ,FLT4
ITGA5 ,TGFBR1 
ITGA5 ,COL18A1 
ITGA5 ,BTD 
